,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy,PurchYear
1503,2007,2,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,Covers,54570,AMERICAN,CROSSOVER,CHRYSLER,9126,11012,10356,12393,8688,10767,12698,14883,32824,7800,0,1086,0,2009
1504,2004,5,FORD,TAURUS,LX,4D SEDAN LX,BLUE,AUTO,Covers,76594,AMERICAN,MEDIUM,FORD,3960,5175,4777,6089,3201,4321,6576,7998,32824,4200,0,920,0,2009
1505,2006,3,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,Covers,63050,AMERICAN,CROSSOVER,CHRYSLER,8495,10033,9675,11336,8117,9552,12412,13440,32824,7100,0,1215,0,2009
1506,2007,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,WHITE,AUTO,Covers,70391,AMERICAN,SPECIALTY,CHRYSLER,8686,9491,9881,10750,8885,9835,13113,13980,32824,9200,0,1389,0,2009
1507,2003,6,FORD,ESCAPE 2WD V6,XLS,4D CUV 3.0L XLS,SILVER,AUTO,Alloy,73897,AMERICAN,SMALL SUV,FORD,3831,4715,4637,5592,3667,4701,6816,7894,32824,6400,0,1220,0,2009
1508,2004,5,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,RED,AUTO,Alloy,80160,AMERICAN,MEDIUM SUV,GM,5836,6989,6803,8048,7315,9085,11235,14300,32824,7600,0,1243,0,2009
1509,2006,3,CHEVROLET,IMPALA,LTZ,4D SEDAN LTZ,GREY,AUTO,Alloy,67293,AMERICAN,LARGE,GM,8588,10418,9775,11751,9081,11101,12603,15141,32824,9100,0,1703,0,2009
1510,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,WHITE,AUTO,Covers,86791,AMERICAN,LARGE,GM,6429,7647,10359,11571,6519,7676,10026,11220,32824,6700,0,2152,0,2009
1511,2003,6,HYUNDAI,ACCENT,GL,4D SEDAN GL,SILVER,AUTO,Covers,75635,OTHER ASIAN,COMPACT,OTHER,1631,2438,4423,5532,1785,2414,4717,5394,32824,3800,0,1220,0,2009
1512,2005,5,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLUE,AUTO,Covers,80380,AMERICAN,VAN,CHRYSLER,3999,5141,7519,8951,4116,5324,7498,8424,32824,5800,0,1763,0,2010
1513,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,Covers,50243,AMERICAN,MEDIUM,CHRYSLER,7323,8023,10884,11529,7832,8282,11135,11586,32824,7500,0,754,0,2010
1514,2006,4,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,BLUE,AUTO,Alloy,71609,AMERICAN,SMALL SUV,FORD,6750,7994,10391,11839,7025,8270,10501,11929,32824,7700,0,920,1,2010
1515,2003,7,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,WHITE,AUTO,Alloy,86252,AMERICAN,MEDIUM,CHRYSLER,3748,4542,7120,8017,3794,4948,7228,9074,32824,5640,0,1803,0,2010
1516,2003,7,HYUNDAI,ELANTRA,GLS,4D SEDAN,MAROON,AUTO,Alloy,79145,OTHER ASIAN,MEDIUM,OTHER,2754,3673,5693,6584,2700,3538,5446,6553,32824,5100,0,869,0,2010
1517,2007,3,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,Covers,66407,AMERICAN,VAN,CHRYSLER,6689,8190,10722,12195,7778,9368,11903,13493,32824,7800,0,1411,1,2010
1518,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GOLD,AUTO,Alloy,80758,AMERICAN,MEDIUM,GM,6164,7497,9811,11062,6224,7604,9516,10794,32824,6500,0,1113,0,2010
1519,2002,8,SATURN,L SERIES,L30,4D SEDAN L300,BLACK,AUTO,Alloy,48040,AMERICAN,MEDIUM,GM,3047,3922,5770,6757,3253,4255,6108,7448,32824,5500,0,1769,0,2010
1520,2004,6,KIA,SPECTRA,EX,4D SEDAN EX,MAROON,AUTO,Covers,62283,OTHER ASIAN,MEDIUM,OTHER,3692,4581,6892,7927,3653,4573,6472,7076,32824,5900,0,533,0,2010
1521,2005,5,DODGE,NEON,SXT,4D SEDAN,SILVER,AUTO,Alloy,76522,AMERICAN,COMPACT,CHRYSLER,3748,4758,6731,7929,3092,4102,6412,7587,32824,4700,0,686,0,2010
1522,2005,5,HONDA,ACCORD 4C,LX,4D SEDAN LX 5SP,GREY,MANUAL,Covers,64786,TOP LINE ASIAN,MEDIUM,OTHER,7285,8093,10016,11276,7169,8055,10646,11429,32824,8300,0,533,0,2010
1523,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,Covers,80394,AMERICAN,MEDIUM,CHRYSLER,3108,3996,6122,7143,3302,4278,6196,7426,32824,4550,0,1803,0,2010
1524,2004,6,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE,SILVER,AUTO,Alloy,70652,AMERICAN,MEDIUM,CHRYSLER,4484,6073,7557,9195,3393,4752,6947,8224,32824,5250,0,1272,0,2010
1525,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,Covers,80874,AMERICAN,MEDIUM,CHRYSLER,7836,9054,11366,12550,7383,8483,11008,12273,32824,8105,1,1243,0,2010
1526,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BEIGE,AUTO,Covers,80113,AMERICAN,LARGE,GM,8033,9252,11987,13250,7906,9106,11515,12816,32824,6950,0,2152,0,2010
1527,2005,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 3.7L,SILVER,AUTO,Alloy,75804,AMERICAN,LARGE TRUCK,CHRYSLER,7234,8275,10846,11674,6580,7831,10835,12016,32824,8150,0,569,0,2010
1528,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,Alloy,54045,OTHER ASIAN,MEDIUM,OTHER,6791,7984,10230,11674,6728,7931,10559,11837,32824,8150,0,671,0,2010
1529,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,SILVER,AUTO,Covers,95892,AMERICAN,MEDIUM,GM,6647,7813,10551,12082,5868,7019,9365,11097,32824,6550,0,909,0,2010
1530,2002,8,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,BLUE,AUTO,Alloy,89374,AMERICAN,MEDIUM SUV,GM,5952,6956,9134,10379,5094,5879,8463,9110,32824,6850,0,1543,0,2010
1531,2006,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,BLUE,AUTO,Alloy,74683,AMERICAN,VAN,CHRYSLER,7296,9076,10278,12556,7444,8855,11988,13489,32824,7450,0,1623,0,2010
1532,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,RED,AUTO,Covers,67320,OTHER ASIAN,COMPACT,OTHER,5299,6815,8409,10190,5085,6416,8453,9889,32824,6150,0,533,0,2010
1533,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLUE,AUTO,Covers,70571,TOP LINE ASIAN,MEDIUM,OTHER,10281,11186,14328,15461,10240,11399,13422,15077,32824,9550,0,569,0,2010
1534,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,Alloy,90183,AMERICAN,MEDIUM,CHRYSLER,5242,6193,8658,9753,4890,5923,8295,9420,32824,4950,0,1630,0,2010
1535,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,Covers,59505,AMERICAN,LARGE,GM,4250,5536,7187,8643,4053,5499,7411,9163,32824,6450,0,1500,0,2010
1536,2006,4,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLUE,AUTO,Covers,81235,AMERICAN,VAN,CHRYSLER,5320,6959,8994,10895,5644,7286,9737,11490,77041,5685,0,1763,0,2010
1537,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,Alloy,85764,AMERICAN,MEDIUM SUV,GM,10025,12143,14580,16236,9936,12083,14381,17488,77041,8200,0,2152,0,2010
1538,2004,6,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,MAROON,AUTO,Covers,72285,OTHER ASIAN,MEDIUM,OTHER,4774,5907,8225,9544,4325,5351,7177,8202,77041,6685,0,569,0,2010
1539,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,MAROON,AUTO,Covers,64961,AMERICAN,COMPACT,FORD,3823,4718,6716,7818,3841,4894,6842,7909,77041,3665,0,1020,1,2010
1540,2006,4,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLACK,AUTO,Covers,89587,AMERICAN,VAN,CHRYSLER,5730,7287,9829,11491,5970,7680,8877,11009,77041,5385,0,1763,0,2010
1541,2007,3,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SXT,BLUE,AUTO,Alloy,87834,AMERICAN,VAN,CHRYSLER,7856,9675,11603,13488,7891,9563,11771,13278,77041,6885,0,1763,0,2010
1542,2002,8,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,WHITE,AUTO,Alloy,90521,AMERICAN,MEDIUM SUV,GM,5893,7263,8956,10541,5997,7139,9136,10568,77041,7300,0,1641,0,2010
1543,2005,5,CHEVROLET,UPLANDER FWD V6,Bas,PASSENGER EXT 3.5L,BLUE,AUTO,Covers,75785,AMERICAN,VAN,GM,6035,7691,9450,11183,3619,4648,5652,7238,77041,8075,0,2091,0,2010
1544,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,Alloy,84029,AMERICAN,MEDIUM,GM,5458,6590,8400,9684,4985,6330,8501,9976,77041,7200,0,1373,0,2010
1545,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,BLUE,AUTO,Alloy,51954,AMERICAN,MEDIUM,GM,4805,6079,8022,9100,5277,6411,8327,9100,77041,7300,0,1003,0,2010
1546,2008,2,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GREY,AUTO,Alloy,72119,AMERICAN,MEDIUM SUV,GM,14494,16796,18555,20795,13354,15258,17452,19011,77041,9715,0,1389,0,2010
1547,2005,5,DODGE,DURANGO 2WD V8,Lim,4D SUV 5.7L LIMITED,GREY,AUTO,Alloy,90995,AMERICAN,MEDIUM SUV,CHRYSLER,9921,11503,13994,15864,10173,11915,14472,16308,77041,11015,0,1630,0,2010
1548,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,WHITE,AUTO,Covers,78558,AMERICAN,MEDIUM,GM,6974,8038,9930,11135,5861,7042,9350,10546,77041,7200,0,1038,0,2010
1549,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,GREY,AUTO,Covers,62753,AMERICAN,COMPACT,FORD,5003,6082,8279,9270,4948,6235,8050,10144,77041,5685,0,1020,0,2010
1550,2006,4,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLACK,AUTO,Alloy,79481,AMERICAN,SMALL SUV,CHRYSLER,8751,10544,11889,13652,8496,10089,11774,13293,77041,8400,0,686,0,2010
1551,2007,3,CHEVROLET,HHR,LT,4D SUV 2.2L,BLACK,AUTO,Alloy,84440,AMERICAN,MEDIUM,GM,7282,9164,10964,12500,6930,8287,10446,11983,77041,7300,0,853,0,2010
1552,2005,5,CHEVROLET,1500 SILVERADO PICKU,LS,CREW CAB 5.3L,GREEN,AUTO,Alloy,82556,AMERICAN,LARGE TRUCK,GM,11042,13057,15750,17789,10717,12395,15020,16890,77041,11525,0,1243,0,2010
1553,2002,8,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,Alloy,82602,AMERICAN,MEDIUM,GM,2399,3446,4701,6078,2521,3544,5389,6953,77041,3765,0,2712,0,2010
1554,2001,9,BUICK,LE SABRE,Cus,4D SEDAN CUSTOM,BLUE,AUTO,Alloy,66179,AMERICAN,LARGE,GM,3533,4814,6031,7667,3276,4557,6249,7298,77041,5385,0,2198,0,2010
1555,2005,5,FORD,FREESTYLE 2WD V6,SEL,4D CUV 3.0L SEL,GREY,AUTO,Alloy,89956,AMERICAN,CROSSOVER,FORD,8267,9418,12037,13643,6997,8678,11399,13045,77041,8000,0,1633,0,2010
1556,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,BLUE,AUTO,Covers,78678,AMERICAN,MEDIUM,GM,6993,8195,10411,11555,6424,7771,10439,11585,77041,7475,0,1272,0,2010
1557,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,SILVER,AUTO,Alloy,95888,AMERICAN,MEDIUM SUV,GM,6949,8199,10317,11677,6256,7524,9727,10999,77041,7200,0,1341,0,2010
1558,2002,8,ACURA,3.2 TL,Bas,4D SEDAN,SILVER,AUTO,Alloy,57448,OTHER ASIAN,SPECIALTY,OTHER,5161,6327,8319,9247,4691,6066,7575,9051,77041,7600,0,1137,0,2010
1559,2006,4,PONTIAC,VIBE,Bas,4D WAGON,BLUE,AUTO,Covers,66813,AMERICAN,MEDIUM,GM,6541,7905,9719,11640,7255,8434,10360,11792,77041,7535,0,533,0,2010
1560,2003,7,SATURN,VUE 2WD 4C,Bas,4D CUV 2.2L,BLUE,MANUAL,Alloy,56202,AMERICAN,MEDIUM SUV,GM,3267,4163,5851,6905,3029,4081,6605,7751,77041,5685,0,1551,0,2010
1561,2007,3,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,RED,AUTO,Alloy,77408,AMERICAN,LARGE TRUCK,GM,10338,12632,14316,16399,9809,11890,14045,16361,77041,9315,0,1272,0,2010
1562,2005,5,MITSUBISHI,ENDEAVOR AWD,LS,4D SPORT UTILITY LS,SILVER,AUTO,Alloy,70263,OTHER ASIAN,MEDIUM SUV,OTHER,6420,7904,9795,11686,7078,8432,10187,11651,77041,8000,0,920,0,2010
1563,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,BEIGE,AUTO,Covers,85952,AMERICAN,LARGE,GM,3847,5193,7056,8523,4019,5348,7536,9056,77041,6185,0,2152,0,2010
1564,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,RED,AUTO,Alloy,81363,AMERICAN,MEDIUM,CHRYSLER,7040,8370,10836,11830,7117,8396,10602,11991,77041,6385,0,983,0,2010
1565,2007,3,FORD,FUSION 4C,SE,4D SEDAN SE,WHITE,AUTO,Alloy,86026,AMERICAN,MEDIUM,FORD,10305,11699,13935,15230,10442,12001,13894,15129,77041,7535,0,853,0,2010
1566,2005,5,FORD,TAURUS,SE,4D SEDAN SE,BLACK,AUTO,Covers,58126,AMERICAN,MEDIUM,FORD,3317,4439,6911,7754,3486,4709,6481,8167,77041,5985,0,754,1,2010
1567,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,BLUE,AUTO,Covers,86333,AMERICAN,SPECIALTY,CHRYSLER,8640,9946,13005,14329,8527,10044,12705,13984,77041,8700,0,1503,1,2010
1568,2003,7,DODGE,NEON,SE,4D SEDAN SE,BLUE,AUTO,Covers,78886,AMERICAN,COMPACT,CHRYSLER,2201,3082,4987,6983,1716,2377,3981,4928,77041,3465,0,986,0,2010
1569,2002,8,FORD,WINDSTAR FWD V6,SE,4D PASSENGER 3.8L SE,SILVER,AUTO,Alloy,85611,AMERICAN,VAN,FORD,2360,3122,5196,6162,2783,3835,5802,7216,77041,4665,0,2322,1,2010
1570,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE,BEIGE,AUTO,Covers,60786,AMERICAN,MEDIUM,GM,8475,9763,12613,13978,8502,9829,12140,13873,77041,6185,0,923,1,2010
1571,2002,8,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,GREEN,AUTO,Alloy,80960,AMERICAN,LARGE TRUCK,GM,3974,5435,7359,8358,3675,5474,6701,9387,77041,6785,0,1673,0,2010
1572,2004,6,CHEVROLET,AVEO,Bas,4D SEDAN,SILVER,AUTO,Covers,71581,AMERICAN,COMPACT,GM,2660,3643,5393,6578,2629,3546,5411,6535,77041,5385,0,803,0,2010
1573,2006,4,CHEVROLET,COBALT,LS,2D COUPE LS,ORANGE,AUTO,Covers,60566,AMERICAN,COMPACT,GM,4743,5953,7877,9299,4875,6095,8158,9187,77041,5685,0,728,0,2010
1574,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,BEIGE,AUTO,Covers,85913,AMERICAN,LARGE,GM,3331,4521,6272,8512,3582,4860,7252,8438,77041,5685,0,2152,0,2010
1575,2007,3,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,WHITE,AUTO,Alloy,85265,AMERICAN,MEDIUM SUV,GM,10274,12202,14654,16031,9654,11523,14197,15540,77041,8800,0,1503,0,2010
1576,2005,5,SATURN,ION,2,4D SEDAN LEVEL 2,RED,AUTO,Covers,82579,AMERICAN,MEDIUM,GM,4373,5406,7700,8586,4159,5177,7080,7926,77041,6085,0,853,0,2010
1577,2001,9,CHEVROLET,SUBURBAN 1500 2WD,150,4D UTILITY 5.3L,MAROON,AUTO,Alloy,88644,AMERICAN,LARGE SUV,GM,4782,6258,7922,9063,4943,6788,7945,9832,77041,8900,0,2063,0,2010
1578,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,MAROON,AUTO,Covers,81994,AMERICAN,LARGE,GM,3437,4631,6683,8029,3582,4860,7252,8438,77041,5585,0,2152,0,2010
1579,2006,4,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,WHITE,AUTO,Covers,95589,AMERICAN,VAN,CHRYSLER,5511,7347,8832,12655,4959,6330,8796,10215,77041,5585,0,1918,0,2010
1580,2004,6,FORD,EXPLORER 4WD V8,XLT,4D SUV 4.6L XLT,GOLD,AUTO,Alloy,84227,AMERICAN,MEDIUM SUV,FORD,6656,8594,11355,13585,6030,7512,10277,11943,77041,8400,0,2282,0,2010
1581,2006,4,FORD,FREESTYLE FWD V6,SE,4D CUV 3.0L SE,BLUE,AUTO,Alloy,88537,AMERICAN,CROSSOVER,FORD,7168,9031,11494,13073,6920,8385,11065,12458,77041,7600,0,1633,0,2010
1582,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,Alloy,75914,AMERICAN,LARGE,GM,7787,9556,11855,13531,7172,8532,11297,12530,77041,7500,0,1974,0,2010
1583,2005,5,PONTIAC,GRAND AM V6,SE,4D SEDAN SE,SILVER,AUTO,Covers,74551,AMERICAN,MEDIUM,GM,3521,4700,6440,7908,3259,4449,5863,7183,77041,5485,0,2208,0,2010
1584,2007,3,FORD,MUSTANG V6,Bas,2D COUPE,RED,AUTO,Alloy,77829,AMERICAN,SPORTS,FORD,10604,12245,14922,16122,10140,11988,14269,15373,77041,9315,0,803,0,2010
1585,2007,3,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,SILVER,AUTO,Alloy,71428,AMERICAN,SMALL SUV,FORD,8437,10338,12601,14200,7621,9479,12083,13241,77041,7800,0,920,0,2010
1586,2005,5,NISSAN,FRONTIER PICKUP 2WD,LE,CREW CAB 4.0L SE,RED,MANUAL,Alloy,74897,TOP LINE ASIAN,SMALL TRUCK,OTHER,9073,10818,12351,14386,9259,10579,13378,14845,77041,8200,0,569,0,2010
1587,2006,4,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,GREY,AUTO,Alloy,91099,AMERICAN,MEDIUM SUV,GM,8940,10836,12951,14809,7508,9515,12199,13708,77041,8700,0,1341,0,2010
1588,2003,7,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,SILVER,AUTO,Alloy,82417,TOP LINE ASIAN,MEDIUM SUV,OTHER,5012,5779,8168,9039,5841,6622,8774,9649,77041,6985,0,894,1,2010
1589,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,WHITE,AUTO,Alloy,87361,AMERICAN,MEDIUM SUV,GM,5968,7312,9465,10796,5340,6589,9180,10515,77041,7020,0,1243,0,2010
1590,2006,4,MAZDA,MAZDA3,s,4D SEDAN I,WHITE,AUTO,Alloy,89475,OTHER ASIAN,MEDIUM,OTHER,6926,8442,10373,12017,6576,7959,10212,11555,77041,7900,0,1113,0,2010
1591,2003,7,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,GREEN,AUTO,Covers,71684,AMERICAN,VAN,CHRYSLER,3218,4116,6516,7513,3698,5200,6804,8594,77041,4665,0,1923,0,2010
1592,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,Alloy,82494,AMERICAN,LARGE,GM,6210,7646,9673,11058,5498,6940,8893,10531,77041,7600,0,2152,0,2010
1593,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,GOLD,AUTO,Alloy,64861,AMERICAN,MEDIUM,GM,8288,9703,11666,12704,7359,8723,10685,12195,77041,7335,0,923,0,2010
1594,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,Covers,77475,AMERICAN,MEDIUM,CHRYSLER,5381,6639,9018,10298,6207,7400,9395,10532,77041,6285,0,1389,0,2010
1595,2007,3,DODGE,CALIBER,Bas,4D WAGON SE,WHITE,MANUAL,Covers,69457,AMERICAN,MEDIUM,CHRYSLER,5425,6483,9562,10337,6066,6912,9615,10421,77041,6120,0,825,0,2010
1596,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4 SE,GREY,AUTO,Alloy,64567,AMERICAN,COMPACT,FORD,4290,5460,7235,8343,4355,5476,7354,8632,79605,4975,0,1020,1,2010
1597,2005,5,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L FFV XLT,BLACK,AUTO,Alloy,79177,AMERICAN,MEDIUM SUV,FORD,6643,7746,10796,12033,6971,8112,11416,12524,79605,9200,0,1155,0,2010
1598,2003,7,DODGE,1500 RAM PICKUP 2WD,Lar,REG CAB 5.7L SLT,WHITE,AUTO,Alloy,75756,AMERICAN,LARGE TRUCK,CHRYSLER,6246,7863,10070,11990,5060,6715,8845,10507,79605,6400,0,1220,0,2010
1599,2005,5,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 2.7L,BLUE,AUTO,Alloy,87469,OTHER ASIAN,MEDIUM SUV,OTHER,5910,7138,9264,10739,6463,7458,10956,12643,79605,6785,0,723,0,2010
1600,2006,4,DODGE,MAGNUM V6,SE,WAGON 2.7L,GREEN,AUTO,Covers,92291,AMERICAN,SPECIALTY,CHRYSLER,7831,9473,11885,13607,6964,8354,10811,12370,79605,6985,0,1630,0,2010
1601,2006,4,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,BLACK,AUTO,Alloy,78989,AMERICAN,LARGE SUV,CHRYSLER,10091,12194,14315,16329,11168,12626,15147,16534,79605,9485,0,1740,0,2010
1602,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,41367,AMERICAN,MEDIUM,CHRYSLER,4445,5468,5301,6405,4755,5682,5635,6637,84104,3995,0,975,0,2009
1603,2005,4,MAZDA,MAZDA6 2.3L I4 MPI,i,4D SEDAN I,GREY,AUTO,Alloy,73434,OTHER ASIAN,MEDIUM,OTHER,6607,8103,7636,9251,7240,8878,8319,10088,84104,7350,0,1272,0,2009
1604,2003,6,MITSUBISHI,GALANT 4C 2.4L I4 EF,ES,4D SEDAN ES,MAROON,AUTO,Covers,71952,OTHER ASIAN,MEDIUM,OTHER,3866,5719,4675,6677,3971,5484,4789,6423,84104,3850,0,869,0,2009
1605,2004,5,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,SILVER,AUTO,Alloy,85320,AMERICAN,MEDIUM SUV,FORD,6682,8126,7717,9276,6546,8091,7570,9238,84104,7650,0,1893,0,2009
1606,2004,5,FORD,EXPEDITION 2WD V8 5.,Edd,4D SUV 5.4L EDDIE BAUER,BLACK,AUTO,Alloy,92661,AMERICAN,LARGE SUV,FORD,10530,11801,11872,13245,10530,11801,11872,13245,84104,8050,0,1197,1,2009
1607,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GOLD,AUTO,Covers,61156,AMERICAN,MEDIUM,CHRYSLER,3947,5602,4763,6550,5288,6458,6211,7475,84104,4910,0,1215,1,2009
1608,2001,8,FORD,TAURUS 3.0L V6 EFI F,SES,4D SEDAN SE SVG,RED,AUTO,Alloy,89713,AMERICAN,MEDIUM,FORD,1709,2638,2346,3349,1709,2638,2346,3349,84104,2785,0,1283,0,2009
1609,2005,4,CHEVROLET,1500 SILVERADO PICKU,Bas,EXT CAB 5.3L LS,GOLD,AUTO,Alloy,82114,AMERICAN,LARGE TRUCK,GM,7875,9759,9005,11040,7770,10127,8892,11437,84104,7310,0,1243,0,2009
1610,2004,5,DODGE,DURANGO 2WD V8 5.7L,Lim,4D SUV 5.7L LIMITED,RED,AUTO,Alloy,60106,AMERICAN,MEDIUM SUV,CHRYSLER,8414,9897,9587,11189,7465,9101,11199,12907,84104,10525,0,1215,0,2009
1611,2005,4,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,BLACK,AUTO,Alloy,74762,AMERICAN,MEDIUM,GM,5427,6525,6361,7547,5271,6787,6193,7830,84104,5710,0,803,0,2009
1612,2006,3,DODGE,CHARGER 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,Covers,78731,AMERICAN,SPECIALTY,CHRYSLER,9298,11068,10542,12453,9131,10782,10361,12145,84104,8625,0,1389,1,2009
1613,2004,5,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE1,GOLD,AUTO,Covers,70486,AMERICAN,MEDIUM,GM,3392,4766,4163,5647,3291,4557,4054,5422,84104,3995,0,2208,1,2009
1614,2002,7,CHEVROLET,TRAILBLAZER EXT 2WD,LT,4D SUV 4.2L LT,BROWN,AUTO,Alloy,83246,AMERICAN,MEDIUM SUV,GM,5348,6625,6276,7655,6116,7504,7105,8604,84104,7525,0,1543,1,2009
1615,2005,4,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,GOLD,AUTO,Alloy,86073,AMERICAN,LARGE,GM,5022,6649,5924,7681,4743,5988,5622,6967,84104,4445,0,2152,0,2009
1616,2005,4,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN,BLUE,AUTO,Alloy,81712,AMERICAN,COMPACT,GM,3252,4048,4012,4872,3148,3829,6341,7085,84104,3645,0,853,0,2009
1617,2003,6,CHEVROLET,TAHOE 4WD 5.3L V8 SF,Z71,4D SUV 5.3L FFV LS,MAROON,AUTO,Alloy,95002,AMERICAN,LARGE SUV,GM,8173,10643,9327,11994,7821,10261,12339,13872,84104,9805,0,2218,0,2009
1618,2007,3,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,MAROON,AUTO,Covers,88329,AMERICAN,MEDIUM,GM,6593,7493,9881,11091,6696,8027,9838,11409,84104,5360,0,1373,0,2010
1619,2005,5,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 2.7L,BLUE,AUTO,Alloy,68132,OTHER ASIAN,MEDIUM SUV,OTHER,6856,8089,10517,11453,6467,7603,9913,11293,84104,7575,0,630,0,2010
